Source,Target,Weight,type
673,1170,0.21865,doc
673,1190,0.37482,doc
674,798,0.28155,doc
674,1107,0.26051,doc
675,1021,0.20799,doc
675,1123,0.2197,doc
677,713,0.20606,doc
677,719,0.33463,doc
677,724,0.3347,doc
677,725,0.29057,doc
677,729,0.28737,doc
677,733,0.59728,doc
677,808,0.43033,doc
677,970,0.21175,doc
677,1130,0.32269,doc
678,761,0.20583,doc
678,899,0.22056,doc
679,988,0.42476,doc
680,729,0.23758,doc
680,1083,0.27054,doc
682,697,0.82531,doc
682,719,0.20042,doc
682,903,0.25881,doc
682,1130,0.46755,doc
683,700,0.32595,doc
683,726,0.22595,doc
683,1130,0.20296,doc
686,701,0.80862,doc
686,779,0.48881,doc
686,815,0.75893,doc
686,961,0.65942,doc
686,1103,0.23747,doc
688,692,0.22583,doc
689,717,0.30696,doc
689,773,0.31495,doc
689,776,0.32179,doc
689,778,0.21603,doc
689,904,0.40961,doc
689,940,0.57692,doc
689,994,0.28398,doc
689,1009,0.35731,doc
689,1092,0.20931,doc
689,1109,0.24589,doc
689,1110,0.20886,doc
689,1154,0.28541,doc
689,1183,0.43432,doc
689,1195,0.66048,doc
690,714,0.48802,doc
690,724,0.33162,doc
690,726,0.4305,doc
690,1053,0.39455,doc
690,1140,0.22812,doc
690,1155,0.47593,doc
691,695,0.69954,doc
691,752,0.44602,doc
691,892,0.54649,doc
691,986,0.47166,doc
691,1141,0.37985,doc
692,702,0.25855,doc
692,753,0.28887,doc
692,789,0.21068,doc
692,791,0.23391,doc
692,853,0.30641,doc
692,856,0.26573,doc
692,891,0.22811,doc
692,896,0.20854,doc
692,951,0.20777,doc
692,984,0.48607,doc
692,1024,0.22717,doc
692,1062,0.24057,doc
692,1066,0.22391,doc
692,1069,0.2392,doc
692,1139,0.48137,doc
692,1142,0.28096,doc
692,1144,0.29027,doc
694,889,0.3245,doc
694,1134,0.22235,doc
694,1142,0.22354,doc
695,752,0.49256,doc
695,892,0.50615,doc
695,986,0.39163,doc
695,1141,0.39351,doc
697,719,0.21775,doc
697,726,0.24284,doc
697,903,0.25147,doc
697,962,0.21333,doc
697,1130,0.50553,doc
699,887,0.20832,doc
700,887,0.21326,doc
700,1140,0.28202,doc
700,1143,0.20944,doc
701,779,0.56891,doc
701,815,0.83329,doc
701,961,0.71114,doc
701,1103,0.25676,doc
702,984,0.28565,doc
702,1139,0.21051,doc
704,869,0.46396,doc
704,943,0.70945,doc
704,1159,0.31457,doc
705,722,0.21159,doc
705,817,0.21593,doc
705,939,0.269,doc
705,1026,0.24032,doc
705,1158,0.23985,doc
705,1167,0.39581,doc
706,708,0.20217,doc
706,788,0.2042,doc
706,865,0.20629,doc
706,1050,0.30251,doc
706,1053,0.20269,doc
706,1184,0.2237,doc
707,710,0.20711,doc
707,963,0.22074,doc
707,966,0.23273,doc
708,1050,0.20649,doc
710,736,0.20168,doc
710,1058,0.20872,doc
713,970,0.20053,doc
714,724,0.28146,doc
714,726,0.26918,doc
714,1053,0.22698,doc
714,1119,0.22879,doc
714,1155,0.52874,doc
716,1114,0.20139,doc
717,904,0.22226,doc
717,940,0.31314,doc
717,1183,0.22586,doc
717,1195,0.22708,doc
719,721,0.27415,doc
719,722,0.21669,doc
719,724,0.41434,doc
719,725,0.272,doc
719,726,0.29062,doc
719,729,0.23427,doc
719,733,0.29415,doc
719,808,0.20333,doc
719,970,0.21426,doc
719,1074,0.20996,doc
719,1076,0.21052,doc
719,1130,0.26701,doc
720,721,0.2014,doc
720,722,0.27227,doc
720,725,0.54042,doc
720,729,0.25718,doc
720,804,0.29319,doc
720,807,0.21449,doc
720,857,0.20748,doc
720,892,0.25704,doc
720,939,0.2763,doc
720,986,0.25552,doc
720,1072,0.2129,doc
720,1081,0.20285,doc
720,1141,0.25087,doc
721,722,0.26019,doc
721,724,0.23537,doc
721,726,0.21797,doc
721,892,0.20218,doc
721,939,0.23544,doc
721,970,0.21201,doc
721,1074,0.29581,doc
721,1109,0.24258,doc
721,1145,0.30931,doc
722,837,0.20124,doc
722,857,0.27629,doc
722,939,0.39654,doc
722,1074,0.21852,doc
722,1081,0.21055,doc
722,1109,0.2729,doc
723,1111,0.5314,doc
723,1148,0.22782,doc
724,725,0.2307,doc
724,726,0.32486,doc
724,729,0.2537,doc
724,733,0.407,doc
724,1130,0.2259,doc
724,1155,0.31264,doc
725,729,0.37476,doc
725,733,0.22404,doc
725,892,0.27945,doc
725,986,0.2899,doc
725,1072,0.20639,doc
725,1130,0.24384,doc
725,1141,0.24595,doc
726,978,0.21277,doc
726,1053,0.25229,doc
726,1075,0.21904,doc
726,1076,0.24275,doc
726,1130,0.25611,doc
726,1155,0.31641,doc
729,733,0.25595,doc
729,1074,0.22492,doc
729,1130,0.20712,doc
730,731,0.32517,doc
730,909,0.40391,doc
730,966,0.25321,doc
731,768,0.25397,doc
731,909,0.28376,doc
731,940,0.21979,doc
731,963,0.27188,doc
731,966,0.40192,doc
731,991,0.26062,doc
731,1145,0.25603,doc
732,926,0.2516,doc
733,767,0.20797,doc
733,808,0.2601,doc
733,987,0.21294,doc
733,1130,0.29772,doc
737,1206,0.20179,doc
738,745,0.40005,doc
738,1044,0.25507,doc
738,1165,0.28113,doc
739,1128,0.25567,doc
740,876,0.2487,doc
741,875,0.21497,doc
741,945,0.20984,doc
743,759,0.33565,doc
744,1129,0.30605,doc
746,759,0.22381,doc
746,798,0.30655,doc
746,801,0.37204,doc
746,1131,0.32004,doc
746,1151,0.20638,doc
748,749,1.0,doc
751,861,0.64798,doc
751,886,0.54477,doc
751,942,0.75994,doc
751,983,0.39808,doc
751,1023,0.73985,doc
752,892,0.51781,doc
752,986,0.42477,doc
752,1141,0.48148,doc
753,982,0.22878,doc
753,984,0.30827,doc
753,1142,0.42848,doc
754,820,0.20905,doc
757,1024,0.24582,doc
757,1150,0.37991,doc
758,934,0.41247,doc
758,938,0.21639,doc
758,1057,0.23573,doc
758,1075,0.2367,doc
758,1130,0.26655,doc
759,798,0.35358,doc
759,801,0.25643,doc
759,935,0.2215,doc
759,1107,0.26191,doc
759,1131,0.34662,doc
759,1151,0.22782,doc
761,855,0.23999,doc
761,1003,0.25707,doc
763,899,0.39809,doc
763,1177,0.26267,doc
764,829,0.20168,doc
764,1042,0.2396,doc
764,1114,0.20515,doc
769,946,0.35347,doc
771,1129,0.23143,doc
773,776,0.21619,doc
773,904,0.30902,doc
773,906,0.25026,doc
773,940,0.34008,doc
773,1008,0.20201,doc
773,1154,0.21285,doc
773,1180,0.23709,doc
773,1183,0.33466,doc
773,1195,0.31833,doc
775,777,0.21323,doc
775,778,0.2528,doc
775,780,0.24167,doc
775,781,0.23378,doc
775,782,0.26589,doc
775,784,0.26517,doc
775,786,0.29062,doc
775,882,0.21426,doc
776,777,0.2157,doc
776,778,0.39257,doc
776,779,0.30201,doc
776,780,0.32178,doc
776,781,0.2927,doc
776,782,0.30322,doc
776,784,0.26341,doc
776,786,0.24473,doc
776,882,0.21155,doc
776,904,0.23311,doc
776,940,0.29701,doc
776,950,0.20664,doc
776,1100,0.20804,doc
776,1183,0.24308,doc
776,1195,0.26283,doc
777,778,0.2892,doc
777,779,0.21755,doc
777,780,0.28004,doc
777,781,0.27453,doc
777,782,0.34432,doc
777,783,0.21536,doc
777,784,0.29515,doc
777,786,0.28795,doc
777,787,0.21212,doc
777,882,0.24432,doc
777,1100,0.21309,doc
778,779,0.28385,doc
778,780,0.36619,doc
778,781,0.37248,doc
778,782,0.4115,doc
778,783,0.26496,doc
778,784,0.35385,doc
778,785,0.22281,doc
778,786,0.35815,doc
778,787,0.26248,doc
778,882,0.2899,doc
778,940,0.23234,doc
778,950,0.22132,doc
778,1100,0.27797,doc
778,1101,0.2251,doc
779,780,0.28198,doc
779,781,0.25574,doc
779,782,0.29888,doc
779,784,0.27547,doc
779,785,0.20528,doc
779,786,0.26048,doc
779,815,0.51385,doc
779,882,0.22473,doc
779,950,0.27011,doc
779,961,0.41998,doc
779,1100,0.20024,doc
780,781,0.33213,doc
780,782,0.34691,doc
780,783,0.20443,doc
780,784,0.35947,doc
780,786,0.3376,doc
780,787,0.23252,doc
780,882,0.2399,doc
780,1100,0.25672,doc
780,1101,0.20181,doc
781,782,0.39908,doc
781,783,0.2171,doc
781,784,0.35137,doc
781,786,0.31785,doc
781,787,0.23928,doc
781,882,0.24316,doc
781,950,0.20689,doc
781,1100,0.25631,doc
781,1101,0.2254,doc
782,783,0.26506,doc
782,784,0.42707,doc
782,786,0.373,doc
782,787,0.32526,doc
782,882,0.29749,doc
782,950,0.23194,doc
782,1100,0.31792,doc
782,1101,0.28549,doc
783,784,0.25301,doc
783,786,0.23361,doc
784,786,0.34927,doc
784,787,0.27342,doc
784,882,0.26127,doc
784,950,0.21507,doc
784,1100,0.28243,doc
784,1101,0.25359,doc
785,882,0.21803,doc
786,787,0.26355,doc
786,882,0.29061,doc
786,950,0.21056,doc
786,1100,0.25872,doc
787,1100,0.21098,doc
788,801,0.29335,doc
788,911,0.56887,doc
788,1009,0.43801,doc
789,984,0.22101,doc
790,859,0.33908,doc
790,1115,0.22806,doc
791,853,0.20484,doc
791,984,0.21141,doc
792,865,0.28543,doc
792,965,0.56884,doc
792,972,0.22487,doc
798,801,0.47461,doc
798,935,0.47997,doc
798,1060,0.2862,doc
798,1107,0.42337,doc
798,1131,0.50391,doc
798,1151,0.38309,doc
799,823,0.21142,doc
799,991,0.27635,doc
801,911,0.31114,doc
801,935,0.36594,doc
801,1107,0.26423,doc
801,1131,0.41077,doc
801,1151,0.22239,doc
804,807,0.33892,doc
806,890,0.23673,doc
806,962,0.24789,doc
807,887,0.26495,doc
807,1143,0.26718,doc
812,915,0.36999,doc
812,1120,0.40735,doc
815,961,0.68094,doc
815,1103,0.22623,doc
816,850,0.38555,doc
816,1126,0.42849,doc
817,939,0.29858,doc
823,991,0.208,doc
825,828,0.20038,doc
825,849,0.31058,doc
827,837,0.27275,doc
828,832,0.38951,doc
828,849,0.214,doc
828,850,0.30642,doc
828,974,0.20485,doc
829,847,0.32671,doc
831,865,0.20589,doc
831,967,0.21913,doc
832,845,0.2926,doc
832,850,0.33608,doc
832,974,0.20673,doc
840,906,0.20585,doc
840,1180,0.2038,doc
846,850,0.3795,doc
846,851,0.95099,doc
846,1166,0.21357,doc
849,906,0.22195,doc
849,1008,0.20416,doc
849,1180,0.21737,doc
850,851,0.38374,doc
850,1126,0.21168,doc
851,1166,0.32992,doc
853,984,0.3081,doc
853,1024,0.20122,doc
853,1139,0.23617,doc
854,897,0.20333,doc
854,981,0.22233,doc
854,1199,0.26001,doc
856,902,0.39097,doc
856,984,0.24465,doc
856,1061,0.33489,doc
856,1139,0.20725,doc
857,1081,0.2027,doc
859,912,0.26174,doc
859,1115,0.42347,doc
860,905,0.38923,doc
860,1153,0.30103,doc
861,886,0.46284,doc
861,942,0.62647,doc
861,983,0.40872,doc
861,1023,0.61515,doc
864,898,0.25385,doc
864,1163,0.22139,doc
865,965,0.49465,doc
865,967,0.27595,doc
865,972,0.49537,doc
865,1047,0.25427,doc
869,943,0.4234,doc
869,998,0.22568,doc
873,1124,0.25166,doc
874,932,0.23824,doc
874,1089,0.29202,doc
874,1090,0.29697,doc
875,945,0.28872,doc
875,1012,0.22565,doc
875,1089,0.20277,doc
879,938,0.24459,doc
879,1074,0.2153,doc
879,1094,0.64096,doc
879,1099,0.64549,doc
882,950,0.2504,doc
882,1100,0.2225,doc
886,942,0.61233,doc
886,983,0.37734,doc
886,1023,0.57699,doc
887,1140,0.34249,doc
887,1143,0.49681,doc
889,977,0.23173,doc
890,962,0.2987,doc
891,984,0.20978,doc
891,1139,0.21729,doc
892,986,0.64103,doc
892,1109,0.22876,doc
892,1141,0.61624,doc
893,948,0.78103,doc
895,946,0.47019,doc
896,984,0.20188,doc
896,1139,0.21516,doc
897,981,0.67981,doc
898,1163,0.36172,doc
900,1106,0.32936,doc
901,1012,0.30616,doc
901,1038,0.4092,doc
902,1061,0.42594,doc
904,932,0.23896,doc
904,940,0.46726,doc
904,994,0.24174,doc
904,1009,0.21832,doc
904,1092,0.20341,doc
904,1110,0.20363,doc
904,1154,0.27138,doc
904,1183,0.34432,doc
904,1195,0.34039,doc
905,1153,0.3243,doc
906,1008,0.74425,doc
906,1180,0.69405,doc
908,1051,0.32844,doc
908,1056,0.59983,doc
909,940,0.22645,doc
909,963,0.25199,doc
909,966,0.30397,doc
911,1009,0.31923,doc
912,1115,0.21758,doc
913,1029,0.4759,doc
918,925,0.2144,doc
920,921,0.222,doc
920,926,0.30403,doc
920,929,0.25436,doc
920,930,0.20206,doc
924,926,0.211,doc
924,1208,0.48914,doc
925,928,0.236,doc
926,1208,0.23116,doc
929,1208,0.25172,doc
934,1040,0.20063,doc
934,1198,0.204,doc
935,1107,0.26067,doc
935,1131,0.38659,doc
935,1151,0.22875,doc
938,974,0.31828,doc
938,975,0.26717,doc
938,976,0.24821,doc
938,992,0.56076,doc
938,1050,0.31757,doc
938,1057,0.60686,doc
938,1074,0.49649,doc
938,1075,0.26005,doc
938,1081,0.23523,doc
938,1109,0.28507,doc
938,1130,0.20061,doc
939,970,0.21529,doc
940,963,0.26574,doc
940,966,0.22156,doc
940,994,0.30584,doc
940,1009,0.31377,doc
940,1092,0.22596,doc
940,1109,0.25131,doc
940,1110,0.22541,doc
940,1154,0.31216,doc
940,1183,0.4121,doc
940,1195,0.46489,doc
942,983,0.53297,doc
942,1023,0.82736,doc
942,1125,0.22345,doc
942,1175,0.2288,doc
943,1159,0.27274,doc
949,959,0.43923,doc
949,1068,0.68686,doc
951,1173,0.23535,doc
956,969,0.2381,doc
956,1069,0.27283,doc
956,1111,0.22165,doc
956,1170,0.27396,doc
956,1190,0.37985,doc
957,960,0.28553,doc
959,1068,0.58023,doc
959,1078,0.2502,doc
959,1140,0.22673,doc
960,1060,0.21058,doc
963,966,0.29922,doc
964,1042,0.20971,doc
964,1114,0.22024,doc
964,1136,0.21058,doc
965,967,0.45213,doc
965,972,0.4666,doc
966,1145,0.20638,doc
968,973,0.28122,doc
968,1036,0.2976,doc
969,1111,0.21868,doc
969,1125,0.29545,doc
970,971,0.2335,doc
970,974,0.21064,doc
970,975,0.20567,doc
970,1090,0.25731,doc
971,974,0.22732,doc
972,1047,0.33338,doc
973,975,0.21352,doc
973,1036,0.30269,doc
974,975,0.41466,doc
974,976,0.30863,doc
974,977,0.21367,doc
974,978,0.34428,doc
974,979,0.26294,doc
974,992,0.23076,doc
974,1057,0.23536,doc
974,1074,0.3003,doc
974,1076,0.23294,doc
974,1081,0.25239,doc
974,1109,0.22642,doc
975,976,0.41958,doc
975,977,0.25725,doc
975,978,0.22307,doc
975,979,0.21388,doc
975,1074,0.21482,doc
975,1076,0.24952,doc
975,1119,0.21463,doc
976,977,0.37777,doc
976,978,0.22804,doc
976,1057,0.21637,doc
976,1074,0.221,doc
976,1075,0.20554,doc
976,1076,0.24785,doc
977,978,0.24155,doc
978,979,0.45772,doc
980,1032,0.21559,doc
980,1082,0.31277,doc
983,1023,0.49266,doc
984,1062,0.27831,doc
984,1066,0.25863,doc
984,1069,0.25953,doc
984,1139,0.37855,doc
984,1142,0.24174,doc
984,1144,0.27632,doc
984,1172,0.21511,doc
986,1074,0.20547,doc
986,1109,0.22684,doc
986,1141,0.69882,doc
990,1125,0.20015,doc
992,1050,0.46192,doc
992,1057,0.53251,doc
992,1074,0.47799,doc
992,1075,0.24322,doc
992,1081,0.24536,doc
992,1109,0.25987,doc
993,1120,0.20011,doc
993,1191,0.97193,doc
994,1183,0.24675,doc
994,1195,0.25972,doc
1005,1169,0.71743,doc
1008,1180,0.64074,doc
1009,1109,0.27634,doc
1009,1195,0.22929,doc
1012,1038,0.62135,doc
1014,1114,0.25048,doc
1023,1175,0.28374,doc
1024,1150,0.24941,doc
1026,1158,0.99484,doc
1026,1167,0.30148,doc
1033,1091,0.23193,doc
1035,1040,0.68542,doc
1035,1145,0.23951,doc
1035,1146,0.80237,doc
1040,1145,0.24746,doc
1040,1146,0.82751,doc
1042,1114,0.26262,doc
1044,1122,0.32367,doc
1044,1165,0.35697,doc
1044,1186,0.23977,doc
1046,1077,0.70551,doc
1047,1076,0.23247,doc
1050,1053,0.20883,doc
1050,1057,0.30024,doc
1050,1074,0.3371,doc
1050,1109,0.24201,doc
1051,1056,0.3222,doc
1051,1175,0.22124,doc
1051,1178,0.21808,doc
1053,1140,0.3198,doc
1053,1155,0.28176,doc
1054,1108,0.28646,doc
1057,1074,0.43709,doc
1057,1075,0.25682,doc
1057,1109,0.24924,doc
1057,1130,0.20154,doc
1060,1131,0.35271,doc
1060,1151,0.21459,doc
1062,1139,0.29385,doc
1069,1139,0.25806,doc
1069,1170,0.20192,doc
1069,1190,0.30601,doc
1072,1074,0.29882,doc
1072,1075,0.20657,doc
1074,1075,0.33277,doc
1074,1081,0.31333,doc
1074,1109,0.41281,doc
1074,1145,0.21992,doc
1078,1140,0.20763,doc
1078,1143,0.21027,doc
1088,1127,0.28772,doc
1089,1090,0.28566,doc
1090,1192,0.27122,doc
1090,1195,0.27884,doc
1090,1196,0.2082,doc
1092,1110,0.99484,doc
1094,1099,0.97718,doc
1111,1190,0.21135,doc
1122,1165,0.20987,doc
1122,1186,0.24244,doc
1125,1128,0.20775,doc
1126,1140,0.20151,doc
1128,1197,0.22576,doc
1131,1151,0.3295,doc
1139,1144,0.23146,doc
1140,1143,0.40375,doc
1145,1146,0.23866,doc
1154,1183,0.22294,doc
1154,1195,0.23361,doc
1158,1167,0.30298,doc
1170,1190,0.27863,doc
1175,1178,0.30345,doc
1183,1195,0.3573,doc
1192,1195,0.23129,doc
0,光辉,1,word
0,工人,1,word
0,成都,1,word
0,口罩,1,word
0,纤维,1,word
0,厦门,1,word
1,咽炎,1,word
1,心态,1,word
1,乐观,1,word
1,手臂,1,word
1,彩蛋,1,word
1,汉口,1,word
2,李芳,1,word
2,林涵,1,word
2,郭飞,1,word
2,李染,1,word
2,左杰,1,word
2,信阳,1,word
2,来凤县,1,word
2,阴霾,1,word
2,王静,1,word
2,兴香,1,word
2,陈勇,1,word
2,洪湖市,1,word
3,民间,1,word
3,物资,1,word
3,总理,1,word
3,骗子,1,word
3,孝感市,1,word
3,医院,1,word
4,咨询师,1,word
4,卢林,1,word
4,心理,1,word
4,陈跃跃,1,word
4,心理咨询,1,word
4,求助者,1,word
4,隋双戈,1,word
5,张彻,1,word
5,吴邦,1,word
5,骑手,1,word
5,酒店,1,word
5,鸿运,1,word
5,余华辉,1,word
5,尹立,1,word
5,刘刚,1,word
5,司机,1,word
6,危机,1,word
6,英俊,1,word
6,心理学,1,word
6,心理,1,word
6,隋双戈,1,word
6,当事人,1,word
6,天津港,1,word
7,易忠华,1,word
7,张振刚,1,word
7,鸡苗,1,word
7,养鸡,1,word
7,小鸡,1,word
7,秀姐,1,word
7,王萍,1,word
7,小颖,1,word
8,主人,1,word
8,猫咪,1,word
8,领养,1,word
8,流浪,1,word
8,宠物,1,word
8,猫猫,1,word
9,刘彦汝,1,word
9,王先生,1,word
9,新加坡,1,word
9,筹款,1,word
9,留学生,1,word
9,货源,1,word
9,莱佛士,1,word
9,组织者,1,word
10,孕妇,1,word
10,李树杰,1,word
10,周强,1,word
10,小猫,1,word
10,海豚,1,word
10,小溪,1,word
10,胎儿,1,word
10,刘芳芳,1,word
11,粉丝,1,word
11,叉车,1,word
11,静静,1,word
11,苹果,1,word
11,集资,1,word
11,追星,1,word
11,饭圈,1,word
12,郭琴,1,word
12,脚步声,1,word
12,心疼,1,word
12,护士长,1,word
12,护士,1,word
12,小朋友,1,word
13,赵红,1,word
13,余祝生,1,word
13,野生动物,1,word
13,亲属,1,word
13,华南,1,word
13,赵红曾,1,word
14,爸妈,1,word
14,孤城,1,word
14,张恒,1,word
14,舞蹈,1,word
14,一家人,1,word
14,撸猫,1,word
14,沛溪,1,word
15,爸妈,1,word
15,爷爷奶奶,1,word
15,三轮车,1,word
15,老家,1,word
15,一针,1,word
15,黑市,1,word
16,嫂子,1,word
16,酸辣粉,1,word
16,侄儿,1,word
16,橄榄油,1,word
16,酒精,1,word
16,殡仪馆,1,word
17,病人,1,word
17,门窗,1,word
17,乏力,1,word
17,单人间,1,word
17,隔离病房,1,word
17,高度,1,word
18,通话,1,word
18,阳性,1,word
18,核酸,1,word
18,护士,1,word
18,同事,1,word
18,门诊,1,word
19,王晓,1,word
19,淄博,1,word
19,山东,1,word
19,手套,1,word
19,煤炭,1,word
19,公益,1,word
20,王琛,1,word
20,邱贝文,1,word
20,小雅,1,word
20,餐食,1,word
20,志愿者,1,word
20,仓库,1,word
20,勇气,1,word
21,小雨,1,word
21,娟子,1,word
21,安陆,1,word
21,姑姑,1,word
21,二姑,1,word
21,社区,1,word
21,胸片,1,word
22,心理,1,word
22,替代性,1,word
22,人群,1,word
22,情绪,1,word
22,工作组,1,word
22,危机,1,word
22,热线,1,word
23,国道,1,word
23,土堆,1,word
23,骑士,1,word
23,设卡,1,word
23,大叔,1,word
23,天黑,1,word
24,小雯,1,word
24,血小板,1,word
24,母亲,1,word
24,血液病,1,word
24,中南,1,word
24,血象,1,word
25,外公,1,word
25,轮椅,1,word
25,母亲,1,word
25,热线,1,word
25,军医,1,word
25,床位,1,word
26,翁文,1,word
26,社区,1,word
26,保证书,1,word
26,退烧药,1,word
26,宾馆,1,word
26,工作者,1,word
27,小熊,1,word
27,救护车,1,word
27,贵阳,1,word
27,排队,1,word
27,卫生所,1,word
27,抢救室,1,word
28,凤凰卫视,1,word
28,画面,1,word
28,连线,1,word
28,赵云,1,word
28,刘海,1,word
28,敖慕麟,1,word
28,江波,1,word
28,视像,1,word
28,来源,1,word
29,列车,1,word
29,乘客,1,word
29,车厢,1,word
29,乘友,1,word
29,小陆,1,word
29,雏菊,1,word
29,包厢,1,word
29,乘务员,1,word
29,老林,1,word
30,大姑妈,1,word
30,姑妈,1,word
30,赵景宜,1,word
30,肉丸,1,word
30,父亲,1,word
30,长辈,1,word
31,杨功焕,1,word
31,疫苗,1,word
31,高峰,1,word
31,人大附中,1,word
31,总体,1,word
31,病例,1,word
32,卢林,1,word
32,参照物,1,word
32,焦虑,1,word
32,心理,1,word
32,穷尽,1,word
32,心理学,1,word
33,金治,1,word
33,导游,1,word
33,孙洋,1,word
33,芝加哥,1,word
33,西雅图,1,word
33,飞机,1,word
33,供图,1,word
33,物资,1,word
34,张俪,1,word
34,华南,1,word
34,市场,1,word
34,野生动物,1,word
34,夏梅,1,word
34,海鲜,1,word
34,饶军,1,word
35,野生动物,1,word
35,林木,1,word
35,竹鼠,1,word
35,野味,1,word
35,市场,1,word
35,海鲜,1,word
35,华南,1,word
36,香港,1,word
36,卫生署,1,word
36,西九龙,1,word
36,卫生防护,1,word
36,香港政府,1,word
36,个案,1,word
37,医务人员,1,word
37,吴昌,1,word
37,飞沫,1,word
37,广发,1,word
37,京报,1,word
37,焦雅辉,1,word
37,气溶胶,1,word
38,咸宁市,1,word
38,京报,1,word
38,汉川市,1,word
38,襄阳,1,word
38,鹤峰县,1,word
38,公告,1,word
39,陈华,1,word
39,京报,1,word
39,生产能力,1,word
39,马灵,1,word
39,中光,1,word
39,洗消剂,1,word
40,林清,1,word
40,韩茹雪,1,word
40,故城县,1,word
40,丽丽,1,word
40,京报,1,word
40,摊主,1,word
41,廖佳明,1,word
41,刘承龙,1,word
41,原料,1,word
41,京报,1,word
41,企业,1,word
41,口罩,1,word
42,克力芝,1,word
42,白桦,1,word
42,艾滋病,1,word
42,艾滋病毒,1,word
42,克力,1,word
42,药物,1,word
43,徐晏清,1,word
43,普通人,1,word
43,腊货,1,word
43,三镇,1,word
43,流程图,1,word
43,时代,1,word
43,环线,1,word
43,人心,1,word
44,郭琴,1,word
44,京报,1,word
44,高翔,1,word
44,通讯员,1,word
44,护士,1,word
44,患者,1,word
45,李文亮,1,word
45,京报,1,word
45,警方,1,word
45,班级,1,word
45,传谣,1,word
45,资格证,1,word
46,京报,1,word
46,医疗队,1,word
46,队员,1,word
46,隔离区,1,word
46,拖后腿,1,word
46,纸尿裤,1,word
47,双黄连,1,word
47,口服液,1,word
47,药业,1,word
47,有限公司,1,word
47,苏兰,1,word
47,股份,1,word
48,血透,1,word
48,中医医院,1,word
48,王刚,1,word
48,院区,1,word
48,肾病,1,word
48,王勇,1,word
49,酒店,1,word
49,白羽,1,word
49,京报,1,word
49,肖雅星,1,word
49,李超,1,word
49,医护人员,1,word
50,宝丰,1,word
50,胡先生,1,word
50,肖昌文,1,word
50,庞大,1,word
50,病弱,1,word
50,西院,1,word
51,金平,1,word
51,鸡苗,1,word
51,饲料,1,word
51,养殖户,1,word
51,蛋鸡,1,word
51,马新辉,1,word
52,讲述者,1,word
52,爸妈,1,word
52,老伴儿,1,word
52,口罩,1,word
52,朋友,1,word
52,涨价,1,word
52,收银,1,word
52,父母,1,word
52,过门,1,word
52,封城,1,word
52,消息,1,word
52,不实,1,word
52,家族,1,word
53,工厂,1,word
53,安庆,1,word
53,物流,1,word
53,腾讯,1,word
53,安徽,1,word
53,口罩,1,word
54,潜江,1,word
54,许真,1,word
54,小溪,1,word
54,杨晨,1,word
54,岳母,1,word
54,恩施,1,word
54,妻子,1,word
54,菜园,1,word
54,聂文,1,word
54,诗人,1,word
54,朋友圈,1,word
54,姚明,1,word
55,刘邱斌,1,word
55,车队,1,word
55,司机,1,word
55,滴滴,1,word
55,腾讯,1,word
55,任务,1,word
56,盒饭,1,word
56,餐饮企业,1,word
56,泡饭,1,word
56,黄石,1,word
56,协会,1,word
56,鱼头,1,word
57,细菌,1,word
57,人类,1,word
57,病毒,1,word
57,黑死病,1,word
57,免疫系统,1,word
57,艾滋病,1,word
57,疾病,1,word
57,疫苗,1,word
57,星球,1,word
57,理工,1,word
58,伍筱锋,1,word
58,梅川,1,word
58,武穴市,1,word
58,王安贵,1,word
58,干斌,1,word
58,派出所,1,word
59,京东,1,word
59,物流,1,word
59,司思,1,word
59,亚洲一号,1,word
59,深网,1,word
59,营业部,1,word
59,华中,1,word
59,卫浴,1,word
59,订单,1,word
60,周志洪,1,word
60,刘建檀,1,word
60,华能,1,word
60,神山,1,word
60,曹猛,1,word
60,天津,1,word
61,身体,1,word
61,吸气,1,word
61,腾讯,1,word
61,症状,1,word
61,武昌,1,word
61,深网,1,word
62,线下,1,word
62,松鼠,1,word
62,现金流,1,word
62,公司,1,word
62,家长,1,word
62,战备,1,word
63,黄昌,1,word
63,李桂芳,1,word
63,海鲜,1,word
63,市场,1,word
63,华南,1,word
63,鱼虾,1,word
64,七院,1,word
64,片子,1,word
64,支架,1,word
64,三联,1,word
64,拿药,1,word
64,阴影,1,word
65,卫生系统,1,word
65,人口密度,1,word
65,三联,1,word
65,周刊,1,word
65,实验室,1,word
65,流感,1,word
66,蛋白,1,word
66,三联,1,word
66,黄冈市,1,word
66,周刊,1,word
66,黄冈,1,word
66,医生,1,word
67,蔡姗,1,word
67,李玉,1,word
67,张春,1,word
67,县里,1,word
67,三联,1,word
67,离心机,1,word
68,试剂盒,1,word
68,吴勇,1,word
68,人份,1,word
68,盒子,1,word
68,疾控中心,1,word
68,三联,1,word
69,杨照,1,word
69,王璐,1,word
69,三联,1,word
69,任菲,1,word
69,耗材,1,word
69,周刊,1,word
70,野生动物,1,word
70,李苏,1,word
70,瞿明胜,1,word
70,野味,1,word
70,动物,1,word
70,三联,1,word
70,野猪,1,word
71,孙鹏,1,word
71,三联,1,word
71,西院,1,word
71,驳静,1,word
71,周刊,1,word
71,病人,1,word
72,车主,1,word
72,三联,1,word
72,爱心,1,word
72,公益,1,word
72,远征,1,word
72,周刊,1,word
73,兰兰,1,word
73,徐彩,1,word
73,王名,1,word
73,吴宏,1,word
73,缪晓辉,1,word
